,x,y,z,vx,vy,vz
0,0,0,3,0,0,0
1,0,0,19,0,0,0
2,0,0,43,0,0,0
3,0,0,54,0,0,0
4,0,0,58,0,0,3
5,0,0,75,0,0,8
6,0,0,89,0,0,14
7,0,0,104,0,0,19
8,0,0,125,0,0,24
9,0,0,149,0,0,40
10,0,0,157,0,0,54
11,0,0,177,0,0,78
12,0,0,205,0,0,85
13,0,0,228,0,0,129
14,0,0,246,0,0,140
15,0,0,266,0,0,152
16,0,0,272,0,0,187
17,0,0,300,0,0,250
18,0,0,297,0,0,301
19,0,0,312,0,0,356
20,0,0,344,0,0,401
21,0,0,346,9,0,440
22,0,0,359,0,0,514
23,0,0,395,0,0,579
24,0,0,414,0,0,640
25,0,0,432,0,0,677
26,0,0,444,0,0,688
27,0,0,463,0,0,739
28,0,0,480,0,0,815
29,0,0,498,0,0,905
30,0,0,522,0,0,955
31,0,0,539,0,0,981
32,0,0,550,0,0,1022
33,0,0,561,27,0,1052
34,0,0,564,0,0,1085
35,0,0,603,0,0,1136
36,3,0,620,0,0,1177
37,3,0,623,0,0,1193
38,4,0,645,0,0,1206
39,4,0,649,0,0,1226
40,4,0,670,0,0,1250
41,4,0,672,0,0,1306
42,3,0,683,0,0,1332
43,4,0,688,0,0,1384
44,4,0,707,0,0,1419
45,4,0,699,0,0,1439
46,4,0,728,0,0,1462
47,7,0,744,0,0,1497
48,12,0,757,0,0,1524
49,16,0,789,14,0,1544
50,22,0,809,0,0,1585
51,22,0,813,0,0,1627
52,29,0,827,0,0,1662
53,31,0,855,0,0,1685
54,32,0,865,0,0,1713
55,30,6,889,0,0,1724
56,32,5,895,0,0,1735
57,34,5,914,0,613,1750
58,36,6,922,817,0,1759
59,37,5,942,0,0,1775
60,35,5,978,0,0,1789
61,38,5,968,0,0,1811
62,35,6,989,8,0,1833
63,36,5,1007,0,0,1852
64,38,9,1027,0,0,1877
65,35,11,1018,0,0,1888
66,37,11,1041,990,774,1904
67,35,16,1079,31,0,1917
68,36,16,1086,0,307,1940
69,37,15,1105,0,0,1957
70,35,15,1108,0,0,1976
71,40,17,1118,0,0,2002
72,45,24,1123,436,8,2019
73,45,24,1131,0,650,2037
74,45,44,1138,12,0,2055
75,51,46,1163,638,0,2078
76,52,48,1175,14,0,2090
77,50,50,1188,566,0,2098
78,51,55,1197,14,0,2104
79,51,57,1218,0,30,2114
80,55,65,1234,0,0,2118
81,59,79,1250,2,0,2127
82,57,89,1247,0,929,2144
83,59,92,1254,1,0,2156
84,64,97,1292,907,35,2156
85,75,99,1319,0,4,2150
86,90,102,1306,0,0,2156
87,90,116,1338,0,0,2177
88,91,136,1355,8,1994,2187
89,93,140,1348,10,18,2187
90,95,139,1367,8,9,2209
91,98,139,1387,11,12,2221
92,111,145,1390,14,0,2239
93,127,146,1408,98,934,2246
94,133,151,1419,192,971,2254
95,133,153,1441,699,40,2256
96,137,154,1450,12,12,2246
97,142,160,1454,4,0,2254
98,155,165,1489,37,2,2269
99,154,175,1466,0,30,2272
100,155,175,1484,928,0,2269
101,166,174,1510,1963,1053,2287
102,182,180,1495,0,36,2285
103,180,171,1521,11,23,2288
104,181,186,1535,16,2,2285
105,180,199,1532,3,0,2295
106,182,216,1553,0,1030,2303
107,182,229,1563,300,33,2314
108,184,252,1580,25,1004,2319
109,189,263,1583,23,16,2314
110,193,270,1596,15,0,2312
111,211,278,1593,1096,212,2312
112,209,271,1597,0,1201,2318
113,216,278,1631,30,88,2303
114,209,306,1623,1025,1785,2301
115,226,337,1641,11,0,2299
116,230,351,1656,986,1,2303
117,250,357,1669,1816,1,2312
118,278,359,1675,0,1118,2314
119,290,373,1667,4,333,2311
120,298,383,1698,10,1230,2317
121,323,388,1704,405,31,2341
122,332,383,1706,0,1182,2346
123,345,385,1731,983,38,2348
124,354,388,1714,689,710,2337
125,359,384,1737,1261,1227,2333
126,373,397,1737,1172,34,2326
127,376,406,1774,49,1079,2326
128,376,403,1763,919,43,2335
129,421,406,1771,390,2814,2348
130,428,412,1783,443,681,2352
131,431,421,1802,6,56,2374
132,435,431,1815,1054,2352,2366
133,446,445,1825,1043,38,2376
134,450,450,1835,54,1300,2382
135,447,458,1835,1173,1295,2374
136,454,468,1846,47,139,2374
137,458,492,1879,843,30,2380
138,477,501,1858,107,72,2382
139,483,521,1890,117,3508,2371
140,506,521,1892,108,43,2369
141,525,521,1892,39,1179,2367
142,521,537,1924,378,2378,2373
143,535,528,1930,2305,1344,2370
144,579,534,1931,206,79,2377
145,594,542,1946,1141,950,2365
146,616,546,1983,36,76,2370
147,618,550,1979,2239,25,2367
148,612,570,2015,1112,1352,2375
149,640,589,2022,1254,32,2381
150,691,591,2035,2297,1484,2393
151,692,584,2057,188,3769,2381
152,722,602,2074,818,2636,2371
153,740,606,2093,2796,1019,2363
154,746,618,2123,711,164,2340
155,743,632,2139,1515,45,2344
156,747,656,2164,218,191,2358
157,744,641,2178,97,76,2349
158,745,649,2185,85,2828,2326
159,742,687,2214,782,125,2336
160,746,672,2217,715,2771,2352
161,745,677,2235,1468,1810,2371
162,764,687,2248,1293,1763,2383
163,786,694,2269,2700,110,2376
164,793,697,2281,1550,1229,2357
165,818,702,2293,623,1858,2339
166,832,719,2315,1021,65,2351
167,836,712,2340,2820,1238,2339
168,846,716,2349,136,1383,2335
169,871,729,2374,161,1202,2321
170,882,738,2390,4143,82,2323
171,884,742,2409,69,222,2345
172,893,771,2439,2660,1675,2367
173,885,778,2454,955,1336,2373
174,893,829,2482,458,1437,2377
175,880,866,2511,1586,209,2368
176,922,883,2529,589,1811,2384
177,963,923,2531,315,350,2367
178,980,945,2581,2449,263,2376
179,981,960,2593,2354,1504,2340
180,995,1002,2636,1434,1627,2231
181,1032,1017,2654,4707,3274,2201
182,1069,1011,2671,2939,1653,2242
183,1088,1052,2716,184,400,2262
184,1077,1050,2717,1537,234,2279
185,1093,1056,2775,1827,2077,2250
186,1120,1077,2790,391,328,2237
187,1122,1109,2837,1911,820,2106
188,1142,1134,2852,3375,1761,2088
189,1189,1156,2901,936,2665,2073
190,1229,1192,2924,1774,983,2128
191,1230,1201,2965,1871,1635,2128
192,1383,1230,3020,801,1760,2107
193,1353,1240,3037,639,1707,2051
194,1343,1246,3083,1748,458,2037
195,1332,1248,3157,1972,4436,2103
196,1361,1312,3186,2764,1358,2122
197,1402,1347,3242,451,755,1971
198,1423,1371,3289,3623,3984,1981
199,1520,1357,3352,3308,1338,1987
200,1572,1367,3399,3235,1779,1971
201,1558,1386,3469,1685,759,1916
202,1567,1392,3522,5209,3523,1981
203,1578,1390,3608,2265,2762,2120
204,1628,1386,3671,1679,1440,2055
205,1667,1822,3743,2620,5227,2091
206,1700,1827,3831,3363,2410,2127
207,1734,1908,3923,2349,3674,2279
208,2072,1651,4028,3254,3786,2510
209,2059,1792,4120,5271,5501,2608
210,2014,1885,4221,4199,4039,2866
211,1867,1914,4348,5297,11586,3322
212,1866,1824,4493,5891,4138,3692
213,1851,1954,4642,4121,2820,4000
214,1933,2263,4799,3215,3502,4477
215,1979,2350,5009,5452,5248,4798
216,2035,2197,5190,5325,5858,5586
217,2050,2238,5581,8379,7020,6702
218,2089,2633,5844,7558,6869,7608
219,2441,2411,6200,8412,8105,9194
220,3594,2378,6652,9754,13427,10915
221,3506,2401,7117,9947,14461,13308
222,3079,2864,7826,18127,17933,15888
223,2615,3914,8426,14417,20070,18929
224,3003,3928,13127,23283,26264,22845
225,4641,3789,570855,25295,28007,27156
226,6228,5550,4423872,36922,36739,31680
227,9666,6214,5646387,39658,40070,37427
228,12936,9411,4125030,50431,49452,45092
229,15187,12990,2522846,53932,55422,53521
230,18403,18714,1441884,65698,74093,63008
231,23495,23260,788263,86745,81284,74223
232,31821,30255,439337,92927,93942,87600
233,40756,36450,233948,106217,112857,103176
234,48501,51067,132730,126207,129294,120715
235,60358,65673,77875,153172,147923,140362
236,76645,81743,42559,185317,178412,163506
237,104218,104434,24990,200289,195682,188000
