,vx,vy,vz,x,y,z
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,467
50,0,0,0,0,0,364
51,0,0,0,0,0,238
52,0,0,0,0,0,189
53,0,0,0,0,0,149
54,0,0,0,0,0,138
55,0,0,0,0,0,141
56,0,0,0,0,0,148
57,0,0,0,0,0,176
58,0,0,0,0,0,237
59,0,0,0,0,0,274
60,0,0,0,0,0,268
61,0,0,0,0,0,264
62,0,0,0,0,0,237
63,0,0,0,0,0,220
64,0,0,0,0,0,213
65,0,0,0,0,0,223
66,0,0,0,0,0,603
67,0,0,0,0,0,545
68,0,0,0,0,0,809
69,0,0,0,0,0,612
70,0,0,0,0,0,1152
71,0,0,0,0,0,1216
72,0,0,0,0,0,1378
73,0,0,0,0,0,1883
74,0,0,0,0,0,1833
75,0,0,0,0,0,1763
76,0,0,0,0,0,2125
77,0,0,0,0,0,3430
78,0,0,0,0,0,2906
79,0,0,0,0,0,2525
80,0,0,0,0,0,2103
81,0,0,0,0,0,2194
82,0,0,0,0,0,3364
83,0,0,0,0,0,3802
84,0,0,0,0,0,3290
85,0,0,0,0,0,3167
86,0,0,0,0,0,3577
87,0,0,0,0,0,2989
88,0,0,0,0,0,3247
89,0,0,0,0,0,3396
90,0,0,0,0,0,3349
91,0,0,0,0,0,3398
92,0,0,0,0,0,3742
93,0,0,0,0,0,3758
94,0,0,0,0,0,4681
95,0,0,0,0,0,4994
96,0,0,0,0,0,6730
97,0,0,0,0,0,6305
98,0,0,0,0,0,8334
99,0,0,0,0,0,8543
100,0,0,0,0,0,10874
101,0,0,0,0,0,10766
102,0,0,0,0,0,9315
103,0,0,0,0,0,10217
104,0,0,0,0,0,11551
105,0,0,0,0,0,14113
106,0,0,0,0,0,14020
107,0,0,0,0,0,13070
108,0,0,0,0,0,15660
109,0,0,0,0,0,14718
110,0,0,0,0,0,13256
111,0,0,0,0,0,9906
112,0,0,0,0,0,11394
113,0,0,0,0,0,15471
114,0,0,0,0,0,13034
115,0,0,0,0,0,13731
116,0,0,0,0,0,15004
117,0,0,0,0,0,16824
118,0,0,0,0,0,15598
119,0,0,0,0,0,16197
120,0,0,0,0,0,14329
121,0,0,0,0,0,13552
122,0,0,0,0,0,13978
123,0,0,0,0,0,12987
124,0,0,0,0,0,12349
125,0,0,0,0,0,13881
126,0,0,0,0,0,12712
127,0,0,0,0,0,15393
128,0,0,0,0,0,14540
129,0,0,0,0,0,15783
130,0,0,0,0,0,13828
131,0,0,0,0,0,13622
132,0,0,0,0,0,13243
133,0,0,0,0,0,11455
134,0,0,0,0,0,13028
135,0,0,0,0,0,15353
136,0,0,0,0,0,15943
137,0,0,0,0,0,14520
138,0,0,0,0,0,15643
139,0,0,0,0,0,14176
140,0,0,0,0,0,17594
141,0,0,0,0,0,16107
142,0,0,0,0,0,16037
143,0,0,0,0,0,15570
144,0,0,0,0,0,16602
145,0,0,0,0,0,14317
146,0,0,0,0,0,12642
147,0,0,0,0,0,14610
148,0,0,0,0,0,11665
149,0,0,0,0,0,11085
150,0,0,0,0,0,9971
151,0,0,0,0,0,11580
152,0,0,0,0,0,10095
153,0,0,0,0,0,9982
154,0,0,0,0,0,8587
155,0,0,0,0,0,9083
156,0,0,0,0,0,7634
157,0,0,0,0,0,8577
158,0,0,0,0,0,7271
159,0,0,0,0,0,7038
160,0,0,0,0,0,7799
161,0,0,0,0,0,8244
162,0,0,0,0,0,7885
163,0,0,0,0,0,6799
164,0,0,0,0,0,6925
165,0,0,0,0,0,5639
166,0,0,0,0,0,4557
167,0,0,0,0,0,6091
168,0,0,0,0,0,5697
169,0,0,0,0,337,5695
170,0,0,0,0,155,4706
171,0,0,0,0,361,4344
172,0,0,0,0,183,5212
173,0,0,0,0,311,4187
174,0,0,0,0,222,5026
175,41,0,0,0,246,4315
176,18,0,0,0,348,5714
177,27,0,0,0,290,4054
178,102,0,0,0,289,2666
179,71,0,0,0,376,2454
180,77,12,0,0,381,1908
181,117,27,0,0,372,1802
182,100,50,0,0,346,1957
183,31,44,0,0,355,2180
184,58,55,0,0,341,2270
185,89,41,0,0,262,2287
186,148,105,0,0,256,2679
187,134,376,7,0,229,2245
188,170,245,12,0,197,2414
189,91,134,25,0,183,1897
190,149,170,43,0,1004,1913
191,124,280,49,0,1162,1141
192,186,230,61,0,970,1122
193,364,218,138,0,878,1220
194,448,275,153,0,806,1851
195,426,218,330,0,2140,1037
196,509,125,363,0,1129,448
197,691,147,494,0,1140,244
