,x,y,z,vx,vy,vz
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,2,1,0
4,0,0,0,7,0,0
5,0,0,0,0,8,0
6,0,0,0,3,2,0
7,0,0,0,0,0,0
8,0,0,0,0,0,1
9,0,0,0,0,11,1
10,0,0,0,0,2,4
11,0,0,0,7,0,2
12,0,0,0,2,7,2
13,0,0,0,3,0,2
14,0,0,0,16,5,1
15,0,0,0,3,5,1
16,0,0,0,2,1,0
17,0,0,0,9,4,1
18,0,0,0,4,9,0
19,0,0,0,1,3,2
20,0,0,0,2,14,2
21,0,0,0,0,10,3
22,0,0,0,7,3,2
23,0,0,0,8,13,1
24,0,0,0,19,6,2
25,0,0,0,30,4,2
26,0,0,0,6,3,5
27,0,0,0,21,15,4
28,0,0,0,16,1,5
29,0,0,0,10,11,8
30,0,0,0,19,24,8
31,0,0,0,0,6,6
32,0,0,0,16,31,11
33,0,0,0,1,5,8
34,0,0,0,14,2,16
35,0,0,0,13,25,16
36,0,0,0,32,15,11
37,0,0,0,10,15,8
38,0,0,0,28,30,13
39,0,0,0,34,35,13
40,0,0,0,25,20,16
41,0,0,0,30,18,23
42,0,0,0,20,35,16
43,0,0,0,24,23,21
44,0,0,0,40,24,21
45,0,0,0,47,60,26
46,0,0,0,40,42,21
47,0,0,0,65,58,22
48,0,0,0,48,35,32
49,0,0,0,72,63,26
50,0,0,0,53,37,33
51,0,0,0,60,44,34
52,0,0,0,62,68,30
53,0,0,0,35,48,40
54,0,0,0,44,27,37
55,0,0,0,64,61,30
56,0,0,0,49,84,38
57,0,0,0,94,40,42
58,0,0,0,86,91,50
59,0,0,0,79,84,48
60,0,0,0,87,75,43
61,0,0,0,62,117,54
62,0,0,0,145,116,53
63,0,0,0,72,99,58
64,0,0,0,141,113,68
65,0,0,0,131,105,83
66,0,0,0,117,132,76
67,0,0,0,83,174,63
68,0,0,0,133,148,77
69,0,0,0,114,130,80
70,0,0,0,139,142,89
71,0,0,0,119,127,85
72,0,0,0,173,150,117
73,0,0,0,133,139,138
74,0,0,0,237,150,116
75,0,0,0,208,151,118
76,0,0,0,192,194,114
77,0,0,0,234,211,113
78,0,0,0,200,232,129
79,0,0,0,246,200,118
80,0,0,0,232,180,128
81,0,0,0,323,272,144
82,0,0,0,265,293,135
83,0,0,0,317,270,158
84,0,0,0,339,262,130
85,0,0,0,260,364,183
86,0,0,0,402,345,195
87,0,0,0,281,255,183
88,0,0,0,293,413,234
89,0,0,0,485,429,244
90,0,0,0,433,322,269
91,0,0,0,403,428,270
92,0,0,0,361,321,245
93,0,0,0,464,404,297
94,0,0,0,559,421,261
95,0,0,0,442,468,353
96,0,0,0,437,561,343
97,0,0,0,513,503,365
98,0,0,0,545,523,378
99,0,0,0,606,468,409
100,0,0,0,582,541,414
101,0,0,0,690,584,412
102,0,0,0,712,749,465
103,0,0,0,647,639,481
104,0,0,0,691,581,501
105,0,0,0,652,699,537
106,0,0,0,951,787,562
107,0,0,0,740,741,578
108,0,0,0,865,840,608
109,0,0,0,847,807,586
110,0,0,0,911,904,658
111,0,0,0,931,957,687
112,0,0,0,939,1073,792
113,0,0,0,1062,939,795
114,0,0,0,1000,996,819
115,0,0,0,982,1016,890
116,0,0,0,1274,1000,855
117,0,0,0,1140,935,946
118,0,0,0,1220,1090,929
119,0,0,0,1344,1221,1018
120,0,0,0,1296,1391,1102
121,0,0,0,1347,1589,1099
122,0,0,0,1303,1548,1196
123,0,0,0,1588,1440,1253
124,0,0,0,1600,1530,1289
125,0,0,0,1466,1477,1336
126,0,0,0,1625,1540,1300
127,0,0,0,1899,1608,1417
128,0,0,0,1847,1706,1502
129,0,0,0,2040,1494,1497
130,0,0,0,1902,2128,1556
131,0,0,0,2095,1942,1626
132,0,0,0,2179,2091,1692
133,0,0,0,2200,2058,1799
134,0,0,0,2230,2169,1836
135,0,0,0,2084,2201,1901
136,0,0,0,2567,2212,1966
137,0,0,0,2329,2486,2116
138,0,0,0,2410,2453,2227
139,0,0,0,2701,2205,2299
140,0,0,0,2776,2521,2312
141,0,0,0,2916,2882,2388
142,0,0,0,2954,2737,2583
143,0,0,0,3027,2927,2581
144,0,0,0,2993,3082,2689
145,0,0,0,3080,2901,2817
146,0,0,0,3147,3094,2948
147,0,0,0,3089,3331,3038
148,0,0,0,3294,3190,3062
149,0,0,0,3639,3432,3234
150,0,0,0,3518,3665,3324
151,0,0,0,3636,3557,3463
152,0,0,0,3762,3593,3615
153,0,0,0,3921,4131,3763
154,0,0,0,3937,3866,3769
155,0,0,0,4294,4286,3925
156,0,0,0,4256,3691,4083
157,0,0,0,4596,4251,4254
158,0,0,0,4827,4488,4373
159,0,0,0,4618,4578,4492
160,0,0,0,4992,4690,4786
161,0,0,0,5187,4552,4964
162,0,0,0,4910,5041,5091
163,0,0,0,4856,5335,5322
164,0,0,0,4942,4903,5271
165,0,0,0,5134,5436,5552
166,0,0,0,5408,5095,5589
167,0,0,0,5786,5867,5634
168,0,0,0,5923,5912,5961
169,0,0,0,5748,5993,5804
170,0,0,0,6065,6352,6295
171,0,0,0,6285,6381,6286
172,0,0,0,6631,6353,6482
173,0,0,0,6911,6952,6814
174,0,0,0,6878,6903,6949
175,0,0,0,7242,7053,7314
176,0,0,0,6805,7084,7475
177,0,0,0,6937,7609,7705
178,0,0,0,7170,6922,7754
179,0,0,0,7862,7659,7929
180,0,0,0,7493,7518,7916
181,0,0,0,8063,8357,8336
182,0,0,0,7737,7985,8433
183,0,39,0,8202,8062,8672
184,0,52,0,8330,8464,8870
185,23,31,0,8604,8510,8930
186,20,25,0,8794,9137,9223
187,29,62,0,8606,8846,9486
188,114,35,0,9139,9050,9645
189,135,97,0,9080,9244,10004
190,189,193,0,9523,9810,10049
