,x,y,z,vx,vy,vz
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,1,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,9,3,0
12,0,0,0,1,4,0
13,0,0,0,6,12,0
14,0,0,0,0,0,0
15,0,0,0,1,0,0
16,0,0,0,0,0,0
17,0,0,0,12,10,1
18,0,0,0,3,8,1
19,0,0,0,13,2,1
20,0,0,0,1,1,1
21,0,0,0,3,32,1
22,0,0,0,22,10,2
23,0,0,0,10,4,4
24,0,0,0,0,7,3
25,0,0,0,6,2,6
26,0,0,0,13,0,5
27,0,0,0,15,29,4
28,0,0,0,38,3,2
29,0,0,0,2,3,2
30,0,0,0,10,0,1
31,0,0,0,29,8,2
32,0,0,0,38,25,3
33,0,0,0,22,54,1
34,0,0,0,94,2,3
35,0,0,0,23,28,2
36,0,0,0,10,18,6
37,0,0,0,22,27,9
38,0,0,0,24,11,9
39,0,0,0,45,22,10
40,0,0,0,23,15,4
41,0,0,0,3,7,3
42,0,0,0,33,2,6
43,0,0,0,74,32,5
44,0,0,0,25,22,6
45,0,0,0,15,20,7
46,0,0,0,36,33,9
47,0,0,0,60,10,5
48,0,0,0,22,14,7
49,0,0,0,12,39,11
50,0,0,0,30,23,10
51,0,0,0,29,34,11
52,0,0,0,26,33,14
53,0,0,0,45,17,24
54,0,0,0,37,89,26
55,0,0,0,60,21,26
56,0,0,0,37,41,22
57,0,0,0,71,43,21
58,0,0,0,37,103,24
59,0,0,0,73,66,20
60,0,0,0,70,51,24
61,0,0,0,48,53,33
62,0,0,0,100,54,38
63,0,0,0,98,21,46
64,0,0,0,64,80,34
65,0,0,0,38,50,38
66,0,0,0,96,70,41
67,0,0,0,112,50,42
68,0,0,0,108,120,55
69,0,0,0,108,84,57
70,0,0,0,151,75,63
71,0,0,0,105,132,51
72,0,0,0,77,143,53
73,0,0,0,139,133,67
74,0,0,0,96,106,60
75,0,0,0,85,100,61
76,0,0,0,101,167,74
77,0,0,0,250,212,76
78,0,0,0,128,112,84
79,0,0,0,174,185,98
80,0,0,0,165,217,95
81,0,0,0,276,185,111
82,0,0,0,182,204,134
83,0,0,0,199,227,142
84,0,0,0,190,183,128
85,0,0,0,357,179,147
86,0,0,0,143,164,149
87,0,0,0,226,283,161
88,0,0,0,225,238,165
89,0,0,0,299,264,193
90,0,0,0,234,305,214
91,0,0,0,335,370,191
92,0,0,0,297,300,192
93,0,0,0,480,337,199
94,0,0,0,384,299,229
95,0,0,0,325,375,260
96,0,0,0,493,336,259
97,0,0,0,333,462,268
98,0,0,0,426,486,294
99,0,0,0,432,419,331
100,0,0,0,422,591,346
101,0,0,0,432,467,360
102,0,0,0,501,497,381
103,0,0,0,472,406,407
104,0,0,0,484,726,402
105,0,0,0,658,610,428
106,0,0,0,545,633,457
107,0,0,0,588,677,473
108,0,0,0,770,681,514
109,0,0,0,625,593,549
110,0,0,0,632,722,586
111,0,0,0,740,756,596
112,0,0,0,863,751,619
113,0,0,0,833,810,652
114,0,0,0,898,930,663
115,0,0,0,919,949,724
116,0,0,0,719,1055,754
117,0,0,0,953,892,761
118,0,0,0,1079,819,792
119,0,0,0,1082,1130,819
120,0,0,0,1039,1060,890
121,0,0,0,1302,958,902
122,0,0,0,1054,1318,948
123,0,0,0,1081,1389,1040
124,0,0,0,1310,1308,1006
125,0,0,0,1530,1157,1092
126,0,0,0,1261,1132,1121
127,0,0,0,1496,1228,1142
128,0,0,0,1582,1735,1235
129,0,0,0,1551,1754,1287
130,0,0,0,1511,1518,1386
131,0,0,0,1650,1820,1456
132,0,0,0,1779,1854,1477
133,0,0,0,1800,1615,1515
134,0,0,0,1876,1739,1570
135,0,31,0,1974,1973,1716
136,0,59,0,2150,2000,1767
137,0,53,0,2091,2072,1881
138,0,39,0,2227,2215,1998
139,0,36,0,2066,2241,2050
140,0,18,0,2221,1993,2100
141,0,15,0,2471,2622,2109
142,0,13,0,2402,2616,2195
143,24,12,0,2320,2359,2234
144,53,32,0,2696,2598,2343
145,42,133,0,2690,2772,2533
146,84,76,0,2931,2675,2516
147,114,86,0,2644,2889,2746
148,36,72,0,2875,3064,2763
149,29,51,0,3070,3275,2841
150,26,39,0,3149,3578,2855
151,31,43,0,3184,3284,3017
152,75,44,0,3410,3561,3131
153,59,66,0,3321,3381,3247
154,120,154,0,3442,3506,3377
155,92,149,0,3578,3277,3546
156,186,187,0,3672,3822,3709
157,253,186,0,3984,3828,3734
158,228,186,0,4133,4234,3902
159,325,311,0,4008,3942,4118
160,455,209,0,4459,4283,4283
161,440,311,0,4104,3803,4343
162,401,304,0,4434,4848,4510
163,492,362,0,4559,4751,4575
164,568,376,0,4764,4695,4646
165,566,492,0,4652,5278,4979
166,545,535,0,5183,4827,5123
167,608,509,0,5096,5098,5285
168,595,456,0,5030,5509,5372
169,714,529,160,4934,5459,5633
170,775,619,515,5575,5554,5802
171,712,564,2789,5668,5742,5811
172,910,824,11182,6042,5846,6131
173,962,1019,28842,5795,5824,6142
174,884,1042,54758,6128,6106,6429
175,944,1234,82927,5831,6193,6432
176,1208,1198,104905,6571,6398,6552
177,1332,1122,121232,6698,6225,6922
178,1552,1274,131947,6250,6978,7126
179,1684,1490,134896,6857,6878,7270
180,1773,1500,133780,6940,6534,7566
181,1883,1560,129581,7327,7389,7524
182,2330,1872,124726,7474,6938,7900
183,2267,2076,118660,7472,7542,7775
184,2382,2336,113317,7660,7950,8246
185,2588,2634,107777,7513,7872,8415
186,2753,2911,101671,7998,7703,8293
187,3174,2707,94300,8406,8275,8713
188,3218,2938,87802,8309,8313,8832
