,x,y,z,vx,vy,vz
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,38,0,0
59,0,0,0,0,0,0
60,3,0,0,0,0,0
61,5,0,0,0,0,0
62,5,0,0,0,0,0
63,4,0,0,0,0,0
64,5,0,0,0,0,0
65,5,0,0,0,0,0
66,5,0,0,0,0,0
67,5,0,0,4,0,0
68,4,0,0,0,0,0
69,5,0,0,0,0,0
70,5,0,0,0,9,0
71,5,0,0,0,0,0
72,5,0,0,2,0,0
73,4,0,0,0,0,0
74,5,0,0,0,0,0
75,5,0,0,0,0,0
76,5,0,0,0,0,0
77,5,0,0,0,2,0
78,4,0,0,0,0,0
79,5,0,0,0,0,0
80,5,0,0,0,0,0
81,5,0,0,0,0,0
82,4,0,0,0,6,0
83,5,0,0,0,0,0
84,5,0,0,0,0,0
85,5,0,0,0,6,0
86,5,0,0,0,0,0
87,4,0,0,45,1,0
88,5,0,0,0,6,0
89,5,0,0,0,1,0
90,5,0,0,19,0,0
91,5,0,0,0,0,0
92,4,0,0,0,0,0
93,5,0,0,0,0,0
94,5,0,0,0,0,0
95,5,0,0,0,0,0
96,5,0,0,0,2,0
97,4,0,0,0,0,0
98,5,0,0,0,0,0
99,5,0,0,0,0,0
100,5,0,0,0,0,0
101,5,0,0,0,0,0
102,4,0,0,0,0,0
103,5,0,0,6,0,0
104,5,0,0,0,0,0
105,5,7,0,0,42,0
106,5,6,0,2,0,0
107,4,7,0,2,0,0
108,5,7,0,1,0,0
109,5,6,0,0,1,0
110,5,7,0,9,0,0
111,4,6,0,1,5,0
112,5,7,0,6,0,0
113,5,6,0,0,7,0
114,5,7,0,0,1,0
115,5,7,0,6,2,0
116,4,6,0,0,4,0
117,5,7,0,0,0,0
118,5,6,0,0,0,0
119,5,7,0,1,0,0
120,5,6,0,2,45,0
121,4,7,0,10,13,0
122,5,6,0,18,19,0
123,5,7,0,0,8,0
124,5,7,0,0,16,0
125,5,6,0,0,3,0
126,4,7,0,0,22,0
127,5,6,0,22,10,0
128,5,7,0,0,39,0
129,5,6,0,13,6,0
130,5,7,0,4,4,0
131,4,7,0,16,2,0
132,5,6,0,24,4,0
133,5,7,0,0,0,0
134,5,6,0,0,0,0
135,4,7,0,39,0,0
136,5,6,0,0,1,0
137,5,7,0,0,5,0
138,5,7,0,0,5,0
139,5,6,0,3,2,0
140,4,7,0,0,8,0
141,5,6,0,1,48,0
142,5,7,0,2,0,2
143,5,6,0,47,33,8
144,5,7,0,0,6,8
145,4,7,0,0,3,19
146,5,6,0,0,58,33
147,5,7,0,23,51,32
148,5,6,0,7,13,41
149,5,7,0,3,7,60
150,4,6,0,188,127,66
151,5,14,0,95,2,60
152,5,14,0,161,151,60
153,5,13,0,30,142,74
154,5,14,0,108,67,110
155,4,13,0,16,62,157
156,5,14,0,20,142,229
157,5,13,0,278,245,209
158,5,14,0,293,301,194
159,5,14,0,251,428,189
160,4,13,0,569,461,223
161,5,13,0,341,419,258
162,5,13,0,364,700,280
163,5,14,0,558,484,292
164,4,13,0,749,908,324
165,5,14,0,1284,642,388
166,5,14,0,1202,1057,494
167,5,13,0,1390,1101,536
168,5,14,0,1203,1396,653
169,4,13,0,1886,1361,792
170,5,13,0,1840,2229,943
171,5,13,0,2479,1917,1103
172,5,14,0,2514,2727,1267
173,5,14,4,2480,2779,1411
174,4,13,9,2560,2872,1558
175,5,14,9,3112,3765,1665
176,5,13,9,6394,4475,1884
177,5,14,9,5476,3468,2031
178,5,12,10,5544,5077,2378
179,4,14,9,6243,5608,2795
180,5,14,10,6859,6285,3087
181,5,13,9,6791,6575,3536
182,5,14,10,7227,7356,4050
183,5,13,10,8922,10817,4707
184,4,14,10,12162,9537,5240
185,5,13,10,12831,12514,6077
186,5,14,10,14188,13170,6864
187,5,13,11,15703,15433,7939
188,4,13,10,18497,18351,9074
189,5,14,16,20202,19202,10289
190,5,13,22,23402,20199,11414
191,5,14,22,24791,24975,12759
192,5,13,23,28555,25194,14074
193,4,14,23,32673,29398,16103
194,5,14,23,34957,31204,18187
195,5,13,24,37119,36037,20290
196,5,13,25,38018,42832,22678
197,5,13,24,49204,46570,25253
198,4,14,26,49311,48411,28550
199,5,13,26,56644,54607,31870
