,x,y,z,vx,vy,vz
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,91758,0,0,0
19,0,0,290151,0,0,0
20,0,0,217198,0,0,0
21,0,0,142459,0,0,0
22,0,0,110878,0,0,0
23,0,0,98116,0,0,0
24,0,0,68632,0,0,0
25,0,0,69690,0,0,0
26,0,0,64281,0,0,0
27,0,0,53392,0,0,0
28,0,0,49534,0,0,0
29,0,0,44900,0,0,0
30,0,0,37561,0,0,0
31,0,0,35415,0,0,0
32,0,0,28587,0,0,0
33,0,0,22755,0,0,0
34,0,0,19147,0,0,0
35,0,0,20076,0,0,0
36,0,0,16074,0,0,0
37,0,0,12465,0,0,0
38,0,0,8951,0,0,0
39,0,0,8115,0,0,0
40,0,0,7422,0,0,0
41,0,0,6968,0,0,0
42,0,0,5633,0,0,0
43,0,0,3049,0,0,0
44,0,0,1250,0,0,0
45,0,0,840,0,0,0
46,0,0,824,0,0,0
47,0,0,717,0,0,0
48,0,0,1018,0,0,0
49,0,0,226,0,0,0
50,0,0,150,0,0,0
51,0,0,56,0,0,0
52,0,0,56,0,0,0
53,0,0,59,0,0,0
54,0,0,66,0,0,0
55,0,0,87,0,0,0
56,0,0,131,0,0,0
57,0,0,207,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
61,0,0,0,0,0,0
62,0,0,0,0,0,0
63,0,0,0,0,0,0
64,0,0,0,0,0,0
65,0,0,0,0,0,0
66,0,0,0,0,0,0
67,0,0,0,0,0,0
68,0,0,0,0,0,0
69,0,0,0,0,0,0
70,0,0,0,0,0,0
71,0,0,0,0,0,0
72,0,0,0,0,0,0
73,0,0,0,0,0,0
74,0,0,0,0,0,0
75,0,0,0,0,0,0
76,0,0,0,0,0,0
77,0,0,0,0,0,0
78,0,0,0,0,0,0
79,0,0,0,0,0,0
80,0,0,0,0,0,0
81,0,0,0,0,0,0
82,0,0,0,0,0,0
83,0,0,0,0,0,0
84,0,0,0,0,0,0
85,0,0,0,0,0,0
86,0,0,0,0,0,0
87,0,0,0,0,0,0
88,0,0,0,0,0,0
89,0,0,0,0,0,0
90,0,0,0,0,0,0
91,0,0,0,0,0,0
92,0,0,0,0,0,0
93,0,0,0,0,0,0
94,0,0,0,0,0,0
95,0,0,0,0,0,0
96,1140,0,0,0,0,0
97,1210,0,0,0,0,0
98,1351,0,0,0,0,0
99,3189,0,0,0,0,0
100,2363,0,0,0,0,0
101,3230,0,0,0,0,0
102,4736,0,0,0,0,0
103,11380,0,0,0,0,0
104,11043,0,0,0,0,0
105,13875,0,0,0,0,0
106,15393,0,0,0,0,0
107,22621,0,0,0,0,0
108,25653,0,0,0,0,0
109,23511,0,0,0,0,0
110,26183,0,0,0,0,0
111,34538,0,0,0,0,0
112,29408,1761,0,0,0,0
113,27807,1509,0,0,0,0
114,31334,3970,0,0,0,0
115,31795,2932,0,0,0,0
116,34094,7206,0,0,0,200
117,39038,22454,0,0,0,3236
118,37654,26460,0,0,0,5768
119,40843,34984,0,0,0,5957
120,41612,49445,0,15,0,11136
121,46174,63671,0,1900,0,13975
122,41752,92525,0,5937,0,20997
123,38409,237372,0,25093,0,25310
124,38982,510344,0,62769,0,36632
125,39681,401306,0,109985,2409,81621
126,39714,77552,0,219246,17237,229027
127,35868,3977,0,324539,658851,569605
128,38417,1016,0,320474,773904,430126
129,41000,272,0,228513,85536,95662
130,40516,138,0,140923,957,7714
131,40473,0,0,62148,0,1622
132,34271,0,0,29814,0,306
133,32097,0,0,5772,0,0
134,36900,0,0,1766,0,0
135,32464,0,0,0,0,0
136,29396,0,0,0,0,0
137,30424,0,0,0,0,0
138,32610,0,0,0,0,0
139,37706,0,0,0,0,0
140,31800,0,0,0,0,0
141,35542,0,0,0,0,0
142,29348,0,0,0,0,0
143,30075,0,0,0,0,0
144,26768,0,0,0,0,0
145,25308,0,0,0,0,0
146,23581,0,0,0,0,0
147,19267,0,0,0,0,0
148,17946,0,0,0,0,0
149,14702,0,0,0,0,0
150,12192,0,0,0,0,0
151,13835,0,0,0,0,0
152,12601,0,0,0,0,0
153,7723,0,0,0,0,0
154,5279,0,0,0,0,0
155,5814,0,0,0,0,0
156,2940,0,0,0,0,0
157,1453,0,0,0,0,0
158,391,0,0,0,0,0
159,474,0,0,0,0,0
160,0,0,0,0,0,0
161,0,0,0,0,0,0
162,0,0,0,0,0,0
163,0,0,0,0,0,0
164,0,0,0,0,0,0
165,0,0,0,0,0,0
166,0,0,0,0,0,0
167,0,0,0,0,0,0
168,0,0,0,0,0,0
169,0,0,0,0,0,0
170,0,0,0,0,0,0
171,0,0,0,0,0,0
172,0,0,0,0,0,0
173,0,0,0,0,0,0
174,0,0,0,0,0,0
175,0,0,0,0,0,0
176,0,0,0,0,0,0
177,0,0,0,0,0,0
178,0,0,0,0,0,0
179,0,0,0,0,0,0
180,0,0,0,0,0,0
181,0,0,0,0,0,0
182,0,0,0,0,0,0
183,0,0,0,0,0,0
184,0,0,0,0,0,0
185,0,0,0,0,0,0
186,0,0,0,0,0,0
187,0,0,0,0,0,0
188,0,0,0,0,0,0
189,0,0,0,0,0,0
190,0,0,0,0,0,0
191,0,0,0,0,0,0
192,0,0,0,0,0,0
193,0,0,0,0,0,0
194,0,0,0,0,0,0
195,0,0,0,0,0,0
196,0,0,0,0,0,0
